标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
地铁口 临湖精装3房 花园中间 可拎包入住,三面采光  保养好 带集中空调  可拎包入住 中间楼层  临湖,130,10242,3室2厅,中楼层,31,精装,南,0,126.93,恒生碧水龙庭,汽车南站,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108717376.html
一湖一园一风光带”的三重景观 视野好，采光好,一湖一园一风光带”的三重景观 视野好，采光好,178,17448,3室2厅,高楼层,32,精装,南 北,2014,102.02,恒大御景湾,滨江新城,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108724429.html
位置安静，不靠高架，视野宽阔，两卫~~,中间楼层 公摊小 采光好 户型周正。两卫生间,115,11449,3室2厅,中楼层,26,精装,南,2013,100.45,华悦城,喜盈门,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108726210.html
精装修，全屋品牌空调，可领包入住,房子精装修，户型周正，双指标齐全，随时看房,112,12583,2室2厅,中楼层,33,精装,南 北,2010,89.01,世纪城融江苑,湘江世纪城,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108713005.html
2018年自住精装修，南北通透地段好，一层两户纯板楼,房子是目前同小区在售房源中装修品质排首位的，无抵押随时过户,133.6,10321,3室2厅,低楼层,17,精装,南 北,0,129.45,柠檬丽都,新开铺,天心,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108720211.html
一线洋湖湿地景观无遮挡，三开间朝南，自住精装修,此房为业主自住精装修，三开间朝南看洋湖无遮挡，采光十足,120,12688,3室2厅,低楼层,34,精装,南,2016,94.58,橡树湾小区,含浦,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108707140.html
圭塘河畔精装4房  满五唯一 次新小区,此房满五唯一  装修好 采光好 格局合理,185,14065,4室2厅,低楼层,31,精装,南,2015,131.54,江河东澜湾,武广新城,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108720539.html
腾资格，诚心出售，看房提前预约，总价便宜。,采光好 户型格局方正，装修风格 采光好 户型格局方正,102,8773,3室1厅,中楼层,17,精装,南,2009,116.27,新紫薇鑫园,高桥,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108729869.html
武广新城地铁口B区小高层中间位置东边户业主自主,房子小区中间位置安静，中间楼层东边户视野采光好，业主自住,156.8,11452,3室2厅,高楼层,11,简装,南,2013,136.92,茂华国际湘,武广新城,雨花,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108713482.html
阳光100国际新城三期 3室2厅 西,链家网真房源，更多房源信息请联系经纪人,125,12390,3室2厅,低楼层,8,精装,西,0,100.89,阳光100国际新城三期,阳光100,岳麓,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108725615.html
山水湾 2室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,55,7356,2室2厅,高楼层,6,精装,南 北,2011,74.77,山水湾,万家丽北,长沙县,一梯三户,无,商品房,https://cs.lianjia.com/ershoufang/104108714308.html
科教新村 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,160,10986,4室2厅,低楼层,6,精装,南,0,145.65,科教新村,河西大学城,岳麓,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108737252.html
市钟心 大五房 纯南北 天健壹平方英里 湘雅医院旁,芙蓉中路 湘雅旁 华创国际 富兴时代 清水毛坯,280,18126,5室1厅,中楼层,33,简装,南 北,2015,154.48,天健壹平方英里,伍家岭,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108742471.html
梅溪湖壹号悦湾精装大平层  临湖小高层 业主诚心出售,房子在小区中间位置 安静，小高层，2梯2户，低密度,462,24441,4室2厅,低楼层,18,精装,东南,0,189.03,梅溪湖壹号悦湾,梅溪湖南岸,岳麓,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108727423.html
英祥春天自住大三房，边户楼层采光好视野开阔没遮挡,万科城旁完全人车分流的小区，交通便利小高层，房子保养还挺不错,126,11182,3室1厅,中楼层,18,精装,南,2011,112.69,英祥春天,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108723099.html
七号线地铁，天虹商场，满五唯一,临七号线地铁万芙南路站，天虹商场，满五唯一,73,9237,3室2厅,高楼层,30,简装,南 北,2013,79.03,昌胜七里香榭,汽车南站,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108719892.html
花园中间位置，4居安静，优点便宜，错 过不再有,房子是四居，花园中间位置，安静，生活便利,235,16732,4室2厅,低楼层,33,简装,东南,2015,140.45,金茂悦,梅溪湖北岸,岳麓,三梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108728000.html
天骄福邸 3室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,125,14049,3室2厅,低楼层,18,其他,南 北,2011,88.98,天骄福邸,观沙岭,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108732625.html
中海国际 户型周正 双阳台 满五唯一 楼层好,户型周正 双阳台 满五唯一 楼层好 产权在手,125,10748,3室2厅,中楼层,33,精装,南,2013,116.31,中海国际社区三期,含浦,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108725389.html
中间楼层 市政府 成熟新小区 三开间朝南,中间楼层 市政府 成熟新小区 三开间朝南,110,12144,3室2厅,中楼层,33,毛坯,南,0,90.58,奥克斯缔壹城,雷锋大道,岳麓,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108723737.html
央企开发江景三房，临湿地公园，享7200亩自然美景,此房源为精装三房，是陪读居家年轻人养老居住，精装卖毛坯价格！,116,12594,3室1厅,中楼层,28,简装,南,2014,92.11,湘熙水郡,洋湖垸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108734229.html
此房满五唯一，四面采光，随时看房,此房满五唯一，四面采光，随时看房,124.8,13586,3室2厅,中楼层,34,精装,南,2014,91.86,湘熙水郡,洋湖垸,岳麓,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108730796.html
万家丽北路 花样年华 正规四房 得房率高,此房满五唯一，南北格局，户型周正，得房率高,96.8,9778,4室2厅,中楼层,31,精装,南,2013,99,花样年华,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108713630.html
中建芙蓉嘉苑 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,122,13017,3室2厅,高楼层,17,其他,南,0,93.73,中建芙蓉嘉苑,省政府,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108734555.html
五矿视野很好的，两梯两户，满五唯一，随时可以读书,满五唯一，精装，拎包入住，随时可以读书,233,16710,3室2厅,低楼层,32,其他,南,2015,139.44,五矿万境水岸二期,喜盈门,雨花,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108726707.html
急售 市政府板块 满五唯一 采光充足 两梯两户纯板楼,急售 市政府板块 满五唯一 采光充足 户型周正 两梯两户纯板楼,106,9609,3室2厅,低楼层,17,精装,南 北,2016,110.32,联美品格,河西人人乐,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108743597.html
幸福考拉一楼带花园洋房 精装自住装修户型周正,小区内部，花园洋房一楼，带大花园，业主诚售,130,11339,3室2厅,低楼层,5,精装,南 北,2012,114.65,幸福考拉,金霞,开福,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108584701.html
钱隆世家 现代自住精装修 户型周正双阳台  拎包入住,钱隆世家 业主自住精装 户型周正双阳台 楼层好 采光好 拎包入住,125,11468,4室2厅,高楼层,33,精装,南 北,2016,109,钱隆世家,金霞,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108610897.html
北辰三角洲奥城E3区 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,260,18685,4室2厅,高楼层,45,其他,南,2014,139.15,北辰三角洲奥城E3区,北辰三角洲,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108618045.html
保利麓谷  花园社区 中间楼层  安静  精装  看房随时,保利麓谷淋雨 精装 复式楼 中间楼层 采光视野好 业主诚意出售,195,13093,4室2厅,高楼层,18,精装,东南,2013,148.94,保利麓谷林语D区,麓谷西,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108648018.html
钱隆世家 3室1厅 西南,链家网真房源，更多房源信息请联系经纪人,120,10945,3室1厅,中楼层,33,精装,西南,0,109.64,钱隆世家,金霞,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108649157.html
南朝向，满五唯一，居家精装，拎包入住，带车位。,南朝向，满五唯一，居家精装，拎包入住，带车位。,95,6297,4室2厅,中楼层,17,精装,南 北,0,150.88,鑫天山城明珠,暮云,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108655704.html
长沙恒大城 3室2厅 东 东南 南,链家网真房源，更多房源信息请联系经纪人,145,10820,3室2厅,高楼层,14,简装,东 东南 南,0,134.02,长沙恒大城,万家丽南路,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108729559.html
次新 品质小区 毛坯正规三房 省内唯一 诚售,此房满五唯一，正规毛坯三房，诚意出售 钥匙看房方便,89.8,8713,3室2厅,中楼层,34,毛坯,南,2015,103.07,绿地新都会,跳马,雨花,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108615877.html
中间楼层.提前预约可看房.房东急售.,此房楼层好，视野宽阔，配套设施齐全，采光充足，交通便利，,95,7437,3室2厅,中楼层,5,简装,南,0,127.75,山水芙蓉国际新城,松雅湖,长沙县,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108593625.html
曙光路 袁家岭地铁 全新精装三房 拎包入住,解放路与曙光路交汇处，铁路单位房，位置佳，成熟小区配套齐。,81,9879,3室1厅,中楼层,8,精装,南,1989,82,长铁向韶村,火车站,芙蓉,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108614671.html
地铁口砂之船旁，次新品质小区，自住精装，满五唯一,经典小三房，低公摊，4号线地铁，沙之船大型商场，长郡+师大,89.8,9518,3室1厅,高楼层,34,精装,南,0,94.35,润和又一城,金星北,望城,一梯一户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108572546.html
正规三房 双地铁口 楼层好 不靠马路,此房是高区楼层，采光和视野很好，自住精装修,77.8,8916,3室2厅,低楼层,8,精装,南,0,87.26,轻安苑,赤岗冲,雨花,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108574978.html
满五唯一，中间楼层，视野无遮挡,天心区省府板块 1号线旁 高档小区 清水毛坯3+1房户型 设施完..,166,13496,4室2厅,中楼层,13,毛坯,南,2016,123,鑫远尚玺苑一期,省政府,天心,一梯三户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108626380.html
中间楼层，户型通透 采光好 精装修拎包入住,中间楼层，户型通透  采光好  精装修拎包入住,65.8,8304,3室1厅,中楼层,7,精装,南,2000,79.24,红泥山小区,溁湾镇,岳麓,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108611650.html
此房子中间楼层，采光好.总价低，看房方便,此房房东口述满五唯一，坐北朝南户型 采光好，总价低。,54.2,7464,2室2厅,中楼层,33,毛坯,南,0,72.62,金地自在城,望城区,望城,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108615873.html
中央美郡次新小区，低密度，地铁口，满五唯一,满五唯一户型方正实用，精装修保养好，小区新楼间距宽 直接拎包,109,12782,2室2厅,中楼层,21,精装,南,0,85.28,中央美郡,金星中路,岳麓,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108593205.html
梅溪湖双地铁 一线湖景 视野开阔 满五唯一省税 诚心卖,"1、满五唯一省个税
2、一线湖景，看山看湖
3、中间楼层视野好",445,24038,4室2厅,高楼层,30,毛坯,南,2013,185.13,中建梅溪湖中心,梅溪湖北岸,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108592303.html
带露台  次 新小区 乾源国际精装修复式三房 有钥匙,此房带一个自带露台，一个公用露台。复式住宅。朝南。,80,9386,3室2厅,高楼层,29,精装,南,0,85.24,乾源国际广场,金星北,望城,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108635461.html
经典两房，装修保养好，小区免费停车，高绿化湖景,此房满五唯一，全新精空未入住，房屋保养好，朝南户型,72,8149,2室2厅,高楼层,32,其他,东南,0,88.36,恒大名都,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108637211.html
融江苑 坐北朝南小三房 中层 得房率高 价格有惊喜,中间楼层 三阳台 可看江景带车位清水塘北雅未用,113.8,12349,3室2厅,中楼层,33,简装,南,2010,92.16,世纪城融江苑,湘江世纪城,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108609639.html
错层小复式 83平3房2卫 带3个阳台 通风采光好,通透三房，三阳台，客厅30平不计面积,99,11790,3室2厅,中楼层,17,精装,东,2009,83.97,阳光100国际新城三期,阳光100,岳麓,两梯七户,有,商品房,https://cs.lianjia.com/ershoufang/104108571379.html
阳光城居家装修三房 入户花园 带全屋家电  朝南,此房为房主自住装修，保养程度较新，全屋品牌家电，全屋空调,136,10992,3室2厅,低楼层,28,精装,南 北,0,123.73,阳光城尚东湾（学园区）,武广新城,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108600804.html
树木岭 融科东南海朝南2房 俯瞰园林风景，安静不吵！,此房满五唯一，树木岭融科东南海 全南2房，俯瞰园林风景，安静,95,12171,2室2厅,高楼层,34,简装,南,2013,78.06,融科东南海,树木岭,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108633253.html
大两房，楼层很棒，业主诚心没话说，看房方便,大两房，楼层很棒，业主诚心没话说，看房方便,88,11452,2室2厅,高楼层,18,精装,南,2012,76.84,珠江花城四期,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108629165.html
