标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,详情页,
碧桂园，空气清新 刚需养老必选，格局方正,家有老人，出入方便，门前大花园，饭后散步居住舒适配套齐,70,8642,2室2厅,中楼层,16,毛坯,北,0,81,君源御湖城,江浦街,从化,一梯三户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403379748.html
番艺花园 精装小两房 中间楼层 通风采光好,近地铁 小区管理 证过五年 税费少,89.5,19671,2室1厅,中楼层,7,简装,南,0,45.5,番艺花园,市桥北,番禺,一梯八户,无,商品房,https://gz.lianjia.com/ershoufang/108403387953.html
尚品雅居悦庭 3室2厅 北,链家网真房源，更多房源信息请联系经纪人,135,13038,3室2厅,高楼层,18,毛坯,北,2018,103.55,尚品雅居悦庭,秀全街,花都,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403393549.html
靓仔三房 东南向望花园 业主诚心出！！！,小区环境好，采光充足 配套设施齐全 交通便利创文旅城 自带配套,210,21710,3室1厅,低楼层,33,毛坯,南,2018,96.73,广州融创文旅城A2区,花城街,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403386690.html
翡翠绿洲湖绣苑 南向 中高楼层 过五唯一 低税费,翡翠绿洲湖绣苑，南向 中高楼层 过五唯一 低税费,186,19471,2室1厅,中楼层,25,精装,南,2014,95.53,翡翠绿洲湖绣苑,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403355787.html
白江地铁口 汇东国际 标准南向三房 业主诚信放卖,此房满五年，南向望花园，采光通风好，业主自己住保养好。,235,21141,3室2厅,低楼层,28,精装,南,2015,111.16,汇东国际花园,白江,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403370517.html
万虹花园，3+1户型，电梯中层南向远马路，满五唯一，,南北对流户型，格局方正，高层无遮挡，3+1户型，看房方便,150,11620,3室2厅,中楼层,20,精装,南,2009,129.09,万虹花园,狮岭镇,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403344849.html
新世界花园万象苑 精装两房 户型方正,精装两房 户型方正 过五唯一税费低,180,23113,2室1厅,中楼层,16,精装,北,2009,77.88,新塘新世界花园万象苑,沙村,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403370184.html
誉山国际，南北对流，户型方正，中流层，采光好,南北对流户型，阳光充足，看花园，视野开阔，人车分流,169.8,16552,3室2厅,中楼层,18,精装,南 北,2017,102.59,合景誉山国际,永和,增城,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403369346.html
此房满五年唯一，中楼层视野开阔，精装修,此房满五年不唯一，中楼层视野开阔，精装修,165,22603,2室2厅,中楼层,18,精装,东,0,73,惠百氏广场,白江,增城,两梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403348419.html
一线流溪河景  联排山顶小别墅  房子地理位置好,富力泉天下小区，联排中 间位别墅，前花园可停车,190,8512,4室2厅,低楼层,3,毛坯,南 西南,0,223.23,富力泉天下,温泉镇,从化,一梯六户,无,商品房,https://gz.lianjia.com/ershoufang/108403371672.html
锦绣天伦精装两房，业主置换，看房方便！,此房过五年，税费可省5.3%的增值税，业主也是换房诚心!,139,18406,2室1厅,高楼层,32,精装,北,0,75.52,敏捷锦绣天伦,新塘北,增城,两梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403370231.html
誉山国际，南北对流，户型方正，中流层，采光好,南北对流户型，阳光充足，看花园，视野开阔，人车分流,169.8,16552,3室2厅,中楼层,18,精装,南 北,2017,102.59,合景誉山国际,永和,增城,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403369346.html
沙村地铁口 新世界花园 标准两房 满五年唯一,此房满五年唯一，中楼层，采光通风好，业主诚心放卖。,119,16311,2室1厅,中楼层,7,精装,北,1998,72.96,新塘新世界花园,沙村,增城,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403345507.html
海伦堡大半岛 方正三房 证满五年唯一 装修保养好,此房证满五年唯一物业税费少  装修保养好 产权清晰 拎包即住,200,19326,3室2厅,中楼层,11,精装,北,2008,103.49,广州海伦堡,沙村,增城,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403366715.html
此房满五年唯一，中楼层视野开阔，精装修,此房满五年不唯一，中楼层视野开阔，精装修,165,22603,2室2厅,中楼层,18,精装,东,0,73,惠百氏广场,白江,增城,两梯七户,有,商品房,https://gz.lianjia.com/ershoufang/108403348419.html
房子过五唯一，通风采光好，户型实用，房屋利用率高。,此房已满五年，低税费，好格局，交通便捷。楼层好，望花园,129,13137,3室1厅,中楼层,19,精装,北,2008,98.2,嘉骏豪苑,新塘南,增城,三梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403354134.html
合景誉山国际，户型方正靓三房，楼层视野开阔,合景誉山国际，户型方正三房，保养好，楼层视野开阔,88,9457,3室2厅,中楼层,9,精装,北,0,93.06,合景誉山国际,永和,增城,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403366982.html
水电二局电梯三房，白江地铁站，过5年,房子产权过5年，税费少，地段佳，靠白江地铁站,124.5,17883,3室1厅,中楼层,8,简装,东南,0,69.62,水电二局宿舍,白江,增城,一梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403351314.html
房子满五，装修保养好，小区配套成熟，近地铁出行方便,房子满五，装修保养好，小区配套成熟，近地铁出行方便,188,21682,2室2厅,中楼层,32,精装,南,2011,86.71,尚东阳光雅苑,沙村,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403335338.html
单边高层南向三房两卫，楼层无遮挡，通风采光好,满五唯一，高层南向三房两卫，单边位，无遮挡，采光好,189,19357,3室2厅,中楼层,18,精装,南,2002,97.64,碧桂园凤凰城凤馨苑,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403362977.html
锦绣天伦花园 精装三房 附家电 即买即住 看房方便,房子过五唯一 税费少 东南朝向 单边位置 业主诚心放卖,202,20602,3室2厅,低楼层,18,精装,南,2017,98.05,敏捷锦绣天伦,新塘北,增城,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403372204.html
实用小三房，中高楼层，视野好，出行方便。,实用小三房，中高楼层，视野好，出行方便。,185,17746,3室2厅,高楼层,25,精装,东,2011,104.25,翡翠绿洲森林半岛,凤凰城,增城,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403368474.html
凤凰新村 2室1厅 南,链家网真房源，更多房源信息请联系经纪人,148,29395,2室1厅,高楼层,7,精装,南,2000,50.35,凤凰新村,工业大道北,海珠,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403372166.html
金华花园 4室2厅 南,链家网真房源，更多房源信息请联系经纪人,120,11892,4室2厅,高楼层,9,精装,南,0,100.91,金华花园,旧区,花都,一梯十六户,有,商品房,https://gz.lianjia.com/ershoufang/108403376843.html
碧桂园大三房  户型通透  舒适对流  采光楼层没得挑,此房满五唯一  采光保养特好  户型通透  入住舒适  中间楼层,299,29314,3室2厅,中楼层,7,精装,东南,1998,102,广州碧桂园雅苑,南浦,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403376488.html
华景准电梯3房，奢华实木装修，南向望花园,准电梯、奢华3房，南向阳台望花园、自住保养新，诚意出卖,238,25647,3室1厅,中楼层,8,精装,北,1999,92.8,番禺华景新城,桥南,番禺,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403371742.html
此房够五年唯一，高层南向望江景，视野开阔，保养好,此房自住够五年唯一，高层南向望江景，视野开阔，保养好，约看,388,28910,3室2厅,高楼层,23,精装,南,0,134.21,越秀滨海珺城,明珠湾,南沙,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403399487.html
一品湖山三房两厅业主诚心卖，南向望花园,此房满五唯一省税费，中间楼层，南向采光好。,370,40126,3室2厅,中楼层,10,精装,南,2011,92.21,一品湖山,南湖,白云,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403374748.html
水荫直街 南向厅出阳台 不占用 看房方便,此房满五，南向采光充足，户型方正，厅出阳台，交通便利,373,47091,3室1厅,低楼层,9,简装,南,1992,79.21,水荫直街,水荫,越秀,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403379784.html
石牌上盖 原装电梯高层  满五三房  楼龄新 业主诚心卖,此房满五年 原装电梯，三房 花园小区 户型方正  楼新 采光好,745,81138,3室1厅,中楼层,32,精装,南 北,2010,91.82,丰兴广场,天河南,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403379915.html
航都花园 锦砖电梯 空中游泳池 地铁 公园配套,航都花园 锦砖电梯 空中游泳池 机场班车通勤站点 公园配套,180.8,14820,3室2厅,中楼层,12,精装,东 北,2003,122,航都花园,新区,花都,一梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403383214.html
小区环境优美 宜居生态 南向户型,"：
小区绿化好，交通便利，生活配套成熟",103,8220,3室1厅,高楼层,17,毛坯,东南,2012,125.31,人盛巴厘天地,神岗镇,从化,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403376721.html
满五 吉祥北园大三房 带大平台 看房方便,此房满五年不唯一，无按揭，交易简单，采光通风好，出行方便。,235,28835,3室1厅,低楼层,8,简装,南,0,81.5,吉祥北园,洛溪,番禺,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403400502.html
南向四房， 精装修 随时可过户,房子是小区四房单位，装修保养好，采光好，户型方正,288,23068,4室2厅,低楼层,18,精装,南 北,2014,124.85,敏建锦绣世家,沙湾,番禺,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403387811.html
合生湖山国际 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,170,18257,3室2厅,高楼层,25,精装,南,0,93.12,合生湖山国际,凤凰城,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403374641.html
滘口大街方正大两房带一个大阳台,此房满五年唯一，户型方正大两房，南向通风采光好，带大阳台。,100,23289,2室1厅,低楼层,6,简装,南,0,42.94,芳村大道西滘口大街,滘口,荔湾,一梯八户,无,商品房,https://gz.lianjia.com/ershoufang/108403398779.html
富力半岛花园东南向三房，望江房，产权清晰。,房子是一手业主，名下唯一，东南向三房，户型方正，采光通风好。,353,39847,3室1厅,中楼层,12,其他,东南,2000,88.59,富力半岛花园,罗冲围,白云,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381648.html
金山谷尚层满五唯一，四房带主套，随时方便看房,此房满五年唯一，南北对流，精装修，产权清晰,550,38845,4室2厅,中楼层,32,精装,南 北,2015,141.59,金山谷尚层,金山谷,番禺,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403388966.html
金色梦想南向安静得房率高精装实用三房诚意卖,此楼栋在小区中间位置，中低层，南向，采光好，安静，保养很好,310,36047,3室1厅,低楼层,29,精装,南,2015,86,万科金色梦想,香雪,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403378512.html
金色梦想南向安静得房率高精装实用三房诚意卖,此楼栋在小区中间位置，中低层，南向，采光好，安静，保养很好,310,36047,3室1厅,低楼层,29,精装,南,2015,86,万科金色梦想,香雪,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403378512.html
富力半岛花园东南向三房，望江房，产权清晰。,房子是一手业主，名下唯一，东南向三房，户型方正，采光通风好。,353,39847,3室1厅,中楼层,12,其他,东南,2000,88.59,富力半岛花园,罗冲围,白云,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381648.html
此房南向房子，采光通透，户型方正，保养好，近地铁,此房南向房子，采光通透，户型方正，保养好，近地铁，小区气氛好,218,22519,3室1厅,高楼层,17,精装,南,2010,96.81,汇东国际花园,白江,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403371827.html
富力桃园 西南向小三房  满五唯一  装修保养很不错,此房满五唯一，西南向，光线很好，保养的不错,305,35698,3室1厅,低楼层,32,精装,西南,2004,85.44,富力桃园,罗冲围,白云,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403387890.html
星尚高层南北双阳台满五唯一带使用权车位业主诚心放卖,星尚花园高楼层南向精装修，满五唯一带使用权车位业主诚心放卖,320,31914,3室2厅,高楼层,26,精装,南,0,100.27,星尚花园,市桥东,番禺,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403373456.html
福今路电梯 精装大三房  户型方正实用 南北对流 安静,东西南向 户型方正实用 通风好 精装修 育才..大院..,508,62717,3室2厅,低楼层,9,精装,南,0,81,福今路,东山口,越秀,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403376069.html
湖景居一楼，前后院子，新装修全屋定制 满五年,一楼，40+新装修，拎包入住，近人工湖,240,36254,2室2厅,低楼层,4,精装,北,1998,66.2,祈福新村湖景居,祈福新村,番禺,一梯一户,无,商品房,https://gz.lianjia.com/ershoufang/108403396934.html
马赛克外墙中层，大两房，简单装修,业主置换套指标，中楼层步梯带装修，地铁物业,105,17500,2室2厅,中楼层,8,简装,南 北,0,60,广州铁道车辆厂生活区,旧区,花都,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403398119.html
修仕倍励旁东南向对流户型4房 精装修含全屋家私电器,修仕倍励旁东南向对流户型4房 精装修含全屋家私电器,251.5,19961,4室2厅,中楼层,32,精装,南,0,126,中盈一海里,明珠湾,南沙,两梯五户,有,商品房,https://gz.lianjia.com/ershoufang/108403396602.html
陈岗路 电梯两房 大院管理 安静舒适,电梯 小户型两房 大院管理 安静舒适 石米外墙 证满五年,150,29810,2室1厅,中楼层,8,简装,东南,0,50.32,陈岗路16号大院,流花站前,荔湾,一梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403397196.html
一梯两户，南北对流，少有户型，实用三房,本房满五不唯一，南北对流，少有户型，电梯实用三房,260,28701,3室1厅,低楼层,9,精装,南,2000,90.59,汇侨新城东区,新市,白云,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403384292.html
中间楼层望江视野好满五唯一户型方正,中间楼层望江视野好满五唯一户型方正,285,36251,2室1厅,低楼层,32,简装,东 东北,2004,78.62,富力桃园,罗冲围,白云,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403376837.html
广州北站  3房  永发小区  5字头  大型小区,此房够五年唯一  南北对流 配套齐全 交通便利,59.5,8625,3室1厅,高楼层,7,简装,南,0,68.99,永福楼(花都),旧区,花都,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403398570.html
学府南苑，东南向毛坯，视野好，安静,此房格局方正，视野好，安静，毛坯房的,158,12890,3室1厅,低楼层,18,毛坯,东南,2011,122.58,学府南苑,秀全街,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390224.html
恒大物业，经典三房，精装修新净,此房满二，户型格局好，物业管理完善，小区环境优美。,110,12526,3室2厅,低楼层,26,其他,南,2018,87.82,恒大山水郡,中新镇,增城,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390926.html
宏宇广场 2室1厅 西北,链家网真房源，更多房源信息请联系经纪人,245,40909,2室1厅,中楼层,33,精装,西北,2000,59.89,宏宇广场,宝岗,海珠,三梯十二户,有,商品房,https://gz.lianjia.com/ershoufang/108403410506.html
电梯南向三房，装修保养好 过五唯一 中层视野好,棠德精装修电梯南向三房，中层看金融城，过五唯一 视野好,410,43978,3室1厅,中楼层,29,精装,东南 南,1997,93.23,棠德花苑,棠下,天河,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381316.html
省级校园旁，加装电梯平层入户，三面单边。,楼下就是省级校园，小区内有丰巢柜，交通方便,500,68316,3室1厅,高楼层,9,简装,东南,1986,73.19,五羊小区,五羊新城,越秀,一梯十七户,有,商品房,https://gz.lianjia.com/ershoufang/108403385009.html
11号线2号线江泰路双地铁，满五唯一，天台花园可用,11号线2号线江泰路双地铁，满五唯一，封闭式花园小区,364,41744,3室1厅,高楼层,10,精装,东南,1999,87.2,晓燕湾,江燕路,海珠,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403380310.html
精装二期 南向少有放卖三房两厅两卫，望花园中间,房子是中间楼层，安静望花园的二期，很安静舒适，南向望花园.,768,65782,3室2厅,低楼层,12,精装,南,2004,116.75,金穗雅园,广州大道南,海珠,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403388041.html
准电梯房 机关村三房 精装修 近地铁,户型好 精装修三房 准电梯房 近地铁,285,41180,3室1厅,高楼层,9,精装,南,2000,69.21,机关村,黄埔区府,黄埔,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403389095.html
业主诚心放卖，南向采光好，近地铁，视野开阔.,业主诚心放卖，南向采光好，近地铁，视野开阔.,310,22177,3室2厅,低楼层,32,精装,南,2011,139.79,尚东阳光雅苑,沙村,增城,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403377126.html
岭南样板房，南向美景园林，厅出大阳台，户型精致实用,些房满五少重税，户型方正，双面朝南，采光好。,235,36915,2室1厅,低楼层,6,简装,南,2001,63.66,岭南花园,同德围,白云,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403380870.html
西城花园 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,163,20199,3室2厅,中楼层,8,精装,南,1998,80.7,西城花园,市桥,番禺,一梯七户,无,商品房,https://gz.lianjia.com/ershoufang/108403389204.html
可以11月满五过户 小 学在楼下 南大干线潜力大,这套房子南北对流，实用性很强的两房，楼下大石中 心小 学,220,32014,2室1厅,低楼层,35,精装,西北,0,68.72,富丽居,大石,番禺,五梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403401184.html
佳大银湾  两套打通  楼龄新 近江边，近地铁,楼层好，视野宽阔，采光充足，小区管理好，交通便利,349,70067,1室1厅,高楼层,24,精装,东,2008,49.81,佳大银湾,东晓路,海珠,三梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403377566.html
证够5年  唯一物业   4房带主人套房,证够5年  唯一物业   4房带主人套房,410,33776,4室1厅,中楼层,9,精装,东南,2000,121.39,红棉苑北区,花地湾,荔湾,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403395583.html
梅园南路 3室1厅 南,链家网真房源，更多房源信息请联系经纪人,128,27893,3室1厅,中楼层,6,其他,南,0,45.89,梅园南路,工业大道北,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403386166.html
梅园南路 3室1厅 南,链家网真房源，更多房源信息请联系经纪人,128,27893,3室1厅,中楼层,6,其他,南,0,45.89,梅园南路,工业大道北,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403386166.html
西城花园 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,163,20199,3室2厅,中楼层,8,精装,南,1998,80.7,西城花园,市桥,番禺,一梯七户,无,商品房,https://gz.lianjia.com/ershoufang/108403389204.html
西华路采光明亮大两房，满五唯一，省级无占用,此房满五唯一，东南单边位，厅大房大， 生活配套完善，交通便捷,256,36787,2室1厅,高楼层,9,简装,南,0,69.59,西华路,西华路,越秀,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403401639.html
宝岗大道地铁站 低层两房 环境安静 实用面积高,宝岗大道地铁站 大院管理环境安静舒适，框架结构，证满五年，,160,28491,2室2厅,中楼层,8,精装,东南,0,56.16,荔福路,沙园,海珠,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403414305.html
业主诚心放卖，南向采光好，近地铁，视野开阔.,业主诚心放卖，南向采光好，近地铁，视野开阔.,310,22177,3室2厅,低楼层,32,精装,南,2011,139.79,尚东阳光雅苑,沙村,增城,两梯三户,有,商品房,https://gz.lianjia.com/ershoufang/108403377126.html
准电梯房 机关村三房 精装修 近地铁,户型好 精装修三房 准电梯房 近地铁,285,41180,3室1厅,高楼层,9,精装,南,2000,69.21,机关村,黄埔区府,黄埔,一梯三户,无,商品房,https://gz.lianjia.com/ershoufang/108403389095.html
精装二期 南向少有放卖三房两厅两卫，望花园中间,房子是中间楼层，安静望花园的二期，很安静舒适，南向望花园.,768,65782,3室2厅,低楼层,12,精装,南,2004,116.75,金穗雅园,广州大道南,海珠,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403388041.html
11号线2号线江泰路双地铁，满五唯一，天台花园可用,11号线2号线江泰路双地铁，满五唯一，封闭式花园小区,364,41744,3室1厅,高楼层,10,精装,东南,1999,87.2,晓燕湾,江燕路,海珠,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403380310.html
广州北站  3房  永发小区  5字头  大型小区,此房够五年唯一  南北对流 配套齐全 交通便利,59.5,8625,3室1厅,高楼层,7,简装,南,0,68.99,永福楼(花都),旧区,花都,一梯两户,暂无数据,商品房,https://gz.lianjia.com/ershoufang/108403398570.html
学府南苑，东南向毛坯，视野好，安静,此房格局方正，视野好，安静，毛坯房的,158,12890,3室1厅,低楼层,18,毛坯,东南,2011,122.58,学府南苑,秀全街,花都,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403390224.html
一梯两户，南北对流，少有户型，实用三房,本房满五不唯一，南北对流，少有户型，电梯实用三房,260,28701,3室1厅,低楼层,9,精装,南,2000,90.59,汇侨新城东区,新市,白云,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403384292.html
中间楼层望江视野好满五唯一户型方正,中间楼层望江视野好满五唯一户型方正,285,36251,2室1厅,低楼层,32,简装,东 东北,2004,78.62,富力桃园,罗冲围,白云,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403376837.html
碧桂园豪庭东南向大三房，每平2.2，满五,自住居家三房一卫，采光充足，社区入住率高，配套齐全,220,22223,3室2厅,中楼层,18,精装,东南,0,99,南沙碧桂园豪庭,金洲,南沙,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403399577.html
同福西路 中层大三房 近同福西地铁站 看房方便,近同福西地铁，采光好，楼龄新，马赛克外墙，大三房，有阳台,268,33703,3室1厅,中楼层,9,简装,北,0,79.52,同福西路,同福,海珠,一梯五户,无,商品房,https://gz.lianjia.com/ershoufang/108403396568.html
急卖 广奥高层两房 满五年  望花园 无遮挡,此房满五年唯一，精装修，南向房，采光好，高楼层，无遮挡,240,32787,2室2厅,高楼层,6,精装,南,2002,73.2,广州奥林匹克花园,洛溪,番禺,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403380203.html
省委党校大院 楼龄新 南向双阳台 带主套 户型方正实用,此房西南向单边位，阳光充足，通风好，安静大院,998,81837,3室2厅,低楼层,21,精装,南 北,2000,121.95,省委党校大院,建设路,越秀,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403395017.html
金梦南北对流，改善3房2卫，pei he证过五年,金梦南北对流，改善3房2卫户型方正，pei he证过5年,350,36765,3室1厅,高楼层,29,精装,东南,2015,95.2,万科金色梦想,香雪,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403381884.html
保利品质，近看地铁口，业主换房诚意出，不容错过,南向望采光通风，身心开朗；屋内空气流通，身体更健康,178,19101,3室2厅,中楼层,32,精装,南,0,93.19,保利悦廷,秀全街,花都,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403376279.html
康裕园东，电梯4楼，户型方正，采光通风好,康裕园东， 四房 ，户型方正， 采光通风佳，不靠路看花园,308,24980,4室2厅,中楼层,7,精装,南 北,1993,123.3,康裕园,市桥,番禺,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403391504.html
时代云图 高层标准双卫三房  近地铁配套成熟,时代云图马上满五，高楼层标准三房，东南向看园林看黄山鲁,260,28000,3室2厅,高楼层,31,精装,东南,2016,92.86,广州时代云图,金洲,南沙,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403399559.html
南京路花园小区 电梯南向 户型方正 楼龄新,此房源证过五年税费少，电梯南向，户型方正，楼龄新，一手业主,435,47043,3室2厅,低楼层,9,简装,东南 南,0,92.47,南京路14号大院,西村,荔湾,一梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403394162.html
越秀区白云山下 大院管理 外加大平台 南向 随时可看,此房已过五年，产权清晰，框架结构。随时可看,320,41586,4室1厅,中楼层,8,精装,南,0,76.95,濂泉路42号大院,沙河,天河,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403397893.html
万科东荟城大三房，采光通风视野好。,满五唯一，南向高楼层，采光通风，格局方正，位置很好。,410,42013,3室1厅,高楼层,33,精装,南,2016,97.59,万科东荟城,香雪,黄埔,两梯六户,有,商品房,https://gz.lianjia.com/ershoufang/108403379264.html
金道花园 2室2厅 西北,链家网真房源，更多房源信息请联系经纪人,215,27247,2室2厅,中楼层,22,简装,西北,2000,78.91,金道花园,鹤洞,荔湾,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403409806.html
过五 精致两房 户型靓 采光好,过五 精致两房 户型靓 采光好,139,33903,2室1厅,中楼层,9,精装,南,2000,41,金道花园,鹤洞,荔湾,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403398355.html
兴隆社区 低层两房 户型方正 安静小区 东风西,商品房唯一 省级东风西 视野好 采光充足 产权清晰,221,47620,2室1厅,中楼层,5,其他,东 北,0,46.41,百灵路,西门口,越秀,一梯一户,无,商品房,https://gz.lianjia.com/ershoufang/108403393330.html
海珠北路 2室1厅 东,链家网真房源，更多房源信息请联系经纪人,230,33514,2室1厅,高楼层,8,其他,东,1992,68.63,海珠北路,西门口,越秀,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403391640.html
春兰花园 南向两房 采光通风好 交通便利,此房产权满五年，户型方正，南向采光通风好，小区配套齐,269,39688,2室1厅,高楼层,9,简装,南,1995,67.78,广信春兰花园,京溪,白云,一梯五户,无,商品房,https://gz.lianjia.com/ershoufang/108403396328.html
体育西，满五唯一，南北通透，全明户型、交通便利。,体育西，满五唯一，南北通透，全明户型、交通便利,590,61517,3室2厅,低楼层,8,其他,东 南 北,1993,95.91,六运小区,天河南,天河,一梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403394224.html
景泰直街 中层视野 两房 景观好 采光通透 装修保养新,证满五年且唯一，阳台外景观好，楼间距宽，每间房都有两个窗,170,27984,2室1厅,中楼层,8,精装,西北,1992,60.75,景泰新村,景泰,白云,一梯四户,无,商品房,https://gz.lianjia.com/ershoufang/108403377102.html
单边位，采光通透，精装修，户型方正。,此房单边位，其中一个房间朝南，大阳台望出去无遮挡，采光好。,365,39354,3室1厅,低楼层,38,精装,西北,2008,92.75,丽江花园如英居,南浦,番禺,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403387585.html
农林下加装电梯框架南北向大三房 大院管理环境好,此房证过五年，农林下加装电梯，南北向格局方正，三房采光通风好,750,81108,3室2厅,中楼层,9,精装,南 北,1996,92.47,执信大院,环市东,越秀,一梯两户,无,商品房,https://gz.lianjia.com/ershoufang/108403387218.html
新世界凯粤湾 东南向三房 电梯中层 安静舒适,此房客厅和主卧南向望花园，朝向好，视野开阔无遮挡,475,51407,3室2厅,中楼层,33,精装,东南,2014,92.4,新世界凯粤湾,滘口,荔湾,三梯八户,有,商品房,https://gz.lianjia.com/ershoufang/108403386284.html
满五年，中层看小区花园，保养好，拎包入住,物业好，满五年，中层看小区花园，保养好，拎包入住。,245,26832,3室2厅,中楼层,30,精装,南 东,2014,91.31,万科府前一号,南沙区府,南沙,两梯四户,有,商品房,https://gz.lianjia.com/ershoufang/108403406838.html
天悦高层望江，南北对流，专梯专户，三主套，4+1房,此房业主诚心放卖，高层南北对流，一线望江，四房三卫带保姆间,4500,178707,5室1厅,中楼层,40,精装,南,2015,251.81,保利天悦花园,万胜围,海珠,三梯两户,有,商品房,https://gz.lianjia.com/ershoufang/108403393441.html
