标题,地区,户型,面积,朝向,装修,楼层,建立时间,房子类型,总价,单价,关注人数,发布时间,标签,详情页
精装修，轻轨口，金地自己的物业，中高层，安静。,金地荔湖城水立坊 -永和,1室1厅 ,46.38, 西南 , 精装 , 高楼层(共33层)  , 板楼,暂无数据,54万,"11,643",3, 29天以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403325886.html
看房方便，过五年唯一，税少，毛坯，户型方正,嘉骏豪苑 -新塘南,2室1厅 ,78.1, 东 , 毛坯 , 低楼层(共19层) , 2008年建 , 塔楼,98万,"12,549",8, 17天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403360128.html
南向房子  采光好  户型正   环境优美  刚需可选,恒大山水郡 -中新镇,3室1厅 ,86.45, 南 北 , 精装 , 低楼层(共26层) , 2018年建 , 塔楼,105万,"12,146",8, 25天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403338808.html
空气清新，安静舒适，环境优美，有车位,碧桂园映象 -福和镇,2室1厅 ,73.52, 北 , 精装 , 中楼层(共17层) , 2017年建 , 塔楼,73万,"9,930",17, 29天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403326374.html
公园前地铁50米 精装2房 过马路就是人民公园,中山五路 -公园前,2室1厅 ,30.54, 南 , 精装 , 中楼层(共9层)  , 塔楼,暂无数据,133万,"43,550",24, 15天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403367954.html
时代倾城(增城区) 3室2厅 南,时代倾城(增城区) -荔城增江,3室2厅 ,118.17, 南 , 其他 , 中楼层(共18层) , 2011年建 , 塔楼,160万,"13,540",1, 11天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403378391.html
低总JIA小三房，刚需首 选，中楼层视野通风采光好,万科金色梦想 -香雪,3室2厅 ,75.86, 东北 , 精装 , 高楼层(共34层) , 2015年建 , 板塔结合,280万,"36,911",2, 14天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403371198.html
业主诚心急出手 时代配套 刚需上车盘,大城云山 -太平镇,2室1厅 ,81.01, 南 北 , 毛坯 , 中楼层(共11层) , 2016年建 , 塔楼,88万,"10,863",30, 15天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403366669.html
东山领汇广场 2室2厅 西南,东山领汇广场 -杨箕,2室2厅 ,74.15, 西南 , 毛坯 , 中楼层(共36层) , 2011年建 , 塔楼,740万,"99,798",8, 16天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403364209.html
南向大两房 中间楼层 视野开阔 位置安静 急卖,越秀岭南雅筑 -香雪,2室1厅 ,84.52, 西南 , 精装 , 高楼层(共31层)  , 塔楼,暂无数据,250万,"29,579",125, 14天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403368695.html
东华东路 2室1厅 南 西,东华东路 -东山口,2室1厅 ,48.23, 南 西 , 其他 , 中楼层(共9层)  , 塔楼,暂无数据,220万,"45,615",6, 11天以前发布,近地铁-VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403379857.html
花城悦翠园 3室2厅 南,花城悦翠园 -花山镇,3室2厅 ,102.4, 南 , 简装 , 中楼层(共9层) , 2013年建 , 塔楼,120万,"11,719",4, 13天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403372516.html
满五唯一 3号线地铁口 好楼层南向望花园 商圈成熟,穗和家园 -人和,3室1厅 ,70.8, 西南 , 精装 , 中楼层(共12层)  , 塔楼,暂无数据,202万,"28,532",11, 12天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403375936.html
东南靓向双阳台 57方 一房一厅 格可议 随时看房,万华花园 -东晓南,1室1厅 ,57.06, 南 , 简装 , 高楼层(共9层) , 2005年建 , 板楼,163万,"28,567",13, 7天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403389694.html
秀全水库旁业主自住精装，东南向看水库，景观唯美！,智烨山水豪庭 -狮岭镇,3室2厅 ,93.32, 南 , 精装 , 高楼层(共16层) , 2015年建 , 塔楼,109万,"11,681",2, 13天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403371598.html
芳和花园 望花园 两房一厅 采光好 小区环境好 楼龄新,芳和花园 -坑口,2室2厅 ,64.35, 北 , 简装 , 低楼层(共32层)  , 塔楼,暂无数据,243万,"37,763",3, 11天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403378828.html
易通大厦 南向一房  诚心卖  精装修,易通大厦 -石牌,1室0厅 ,36.4, 南 , 精装 , 中楼层(共29层) , 2007年建 , 塔楼,180万,"49,451",7, 15天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403367246.html
天台花园，证满5年、业主全新精装修 可拎包入住,光复中路 -龙津,4室2厅 ,94.6, 东 西 , 精装 , 低楼层(共3层)  , 暂无数据,暂无数据,668万,"70,614",7, 13天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403373102.html
晓港东马路 2室1厅 南,晓港东马路 -新港西,2室1厅 ,60.88, 南 , 简装 , 中楼层(共9层)  , 暂无数据,暂无数据,170万,"27,924",2, 8天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403387903.html
凤岗地铁口快线，科教城，中层南向三房，业主出增值税,西福蓝湾 -朱村,3室2厅 ,108.61, 东南 , 毛坯 , 中楼层(共25层)  , 板塔结合,暂无数据,165万,"15,192",1, 15天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403365756.html
南沙湾地铁口高楼层东南向 看山景 全新未住三房两卫,碧桂园海湾1号 -南沙港,3室2厅 ,96.73, 南 , 精装 , 中楼层(共32层)  , 塔楼,暂无数据,240万,"24,812",3, 9天以前发布,VR看装修-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403384567.html
盈彩美居，过五年免增值税，交通便利，环境优雅。,盈彩美居 -东圃,3室1厅 ,97.58, 西北 , 精装 , 中楼层(共26层) , 2003年建 , 塔楼,476万,"48,731",4, 15天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403367982.html
电梯房 低楼层 采光通风好 格局方正 适合刚需,嘉德苑 -同德围,2室1厅 ,41.68, 东南 , 精装 , 低楼层(共9层) , 2003年建 , 塔楼,120万,"28,791",29, 10天以前发布,近地铁-VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403382352.html
富基广场 难得放盘 正规大一房一厅 全明屋 采光通风好,富基广场 -滨江中,1室1厅 ,60.65, 西南 , 简装 , 31层 , 2007年建 , 塔楼,310万,"51,113",9, 13天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403372265.html
杨巷路 3室1厅 北,杨巷路 -人民路,3室1厅 ,53.26, 北 , 其他 , 中楼层(共7层) , 1999年建 , 塔楼,144万,"27,038",24, 10天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403382285.html
比邻雕塑公园，低层精致温馨两房，即买即入住！,飞鹅新村 -桂花岗,2室1厅 ,41.33, 南 北 , 精装 , 低楼层(共7层) , 1995年建 , 塔楼,120万,"29,035",2, 10天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403382415.html
晓港中马路  南北对流  低层2房  环境安静  随时看房,晓港中马路 -昌岗,2室1厅 ,52.77, 南 北 , 简装 , 中楼层(共6层)  , 塔楼,暂无数据,172万,"32,595",8, 15天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403367458.html
近晓港地铁 东晓路 精装修 小两房 诚意放卖,东晓路 -东晓路,2室1厅 ,51.4, 东 , 精装 , 中楼层(共9层)  , 塔楼,暂无数据,158万,"30,740",5, 7天以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403391570.html
电梯房户型方正，满五，南北对流，采光视野好,丽康居 -同德围,2室1厅 ,78.65, 东南 , 精装 , 中楼层(共9层) , 2000年建 , 塔楼,198万,"25,175",5, 9天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403384459.html
前进路(海珠) 1室1厅 北,前进路(海珠) -前进路,1室1厅 ,31, 北 , 其他 , 中楼层(共7层) , 1997年建 , 塔楼,110万,"35,484",14, 6天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403393807.html
房子满五年，免征增值税，户型方正，厅出阳台 带装修,富力天朗明居 -棠下,2室1厅 ,78.22, 北 , 简装 , 高楼层(共26层) , 2004年建 , 塔楼,397万,"50,725",10, 15天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403366314.html
满五，厅出阳台南向，安静不吵，地铁口,晓港西马路 -昌岗,2室1厅 ,46, 南 , 毛坯 , 低楼层(共6层)  , 暂无数据,暂无数据,117万,"25,435",18, 13天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403373697.html
番艺花园 精装小两房 中间楼层 通风采光好,番艺花园 -市桥北,2室1厅 ,45.5, 南 , 简装 , 中楼层(共7层)  , 塔楼,暂无数据,89.5万,"19,671",13, 8天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403387953.html
前进路(海珠) 2室1厅 南 北,前进路(海珠) -前进路,2室1厅 ,55.45, 南 北 , 简装 , 低楼层(共9层)  , 塔楼,暂无数据,181万,"32,643",8, 15天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403368049.html
厅出阳台，南向单边位，经典双阳台，安静望花园。,保利花园(海珠) -工业大道中,3室2厅 ,89, 南 , 简装 , 中楼层(共11层) , 2000年建 , 板楼,508万,"57,079",8, 11天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403380302.html
南向户型满五唯一 全新没入住 业主定期打理 保养很好,碧桂园天玺湾 -进港大道,3室2厅 ,93.18, 南 西南 , 精装 , 中楼层(共27层) , 2016年建 , 板塔结合,256万,"27,474",1, 8天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403388334.html
雅图居 1室1厅 东,雅图居 -机场路,1室1厅 ,44.45, 东 , 简装 , 中楼层(共9层) , 1999年建 , 塔楼,108万,"24,297",10, 10天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403381995.html
景泰新村 电梯两房 人人佳旁边 满五年 采光充足,景泰新村 -景泰,2室2厅 ,54.84, 北 , 简装 , 中楼层(共8层) , 1992年建 , 塔楼,173万,"31,547",0, 10天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403383009.html
越秀区 一德路地铁口  低层三楼带大平台,天成路 -人民路,2室1厅 ,46.15, 北 , 简装 , 中楼层(共8层)  , 塔楼,暂无数据,133万,"28,820",24, 15天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403368058.html
市二宫地铁100米，厅出阳台东南向，带私家大花园,前进路(海珠) -前进路,3室1厅 ,44.09, 东南 , 精装 , 高楼层(共7层)  , 暂无数据,暂无数据,188万,"42,641",31, 11天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403378845.html
厅出阳台，南向单边位，经典双阳台，安静望花园。,保利花园(海珠) -工业大道中,3室2厅 ,89, 南 , 简装 , 中楼层(共11层) , 2000年建 , 板楼,508万,"57,079",8, 11天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403380302.html
荔尚国际 2室1厅 北,荔尚国际 -西关,2室1厅 ,74.23, 北 , 简装 , 中楼层(共17层) , 2008年建 , 塔楼,360万,"48,498",2, 5天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403396447.html
电梯南向两房 满五 采光好 户型方正 适合刚需,金德苑 -同德围,2室1厅 ,47.85, 西南 , 精装 , 低楼层(共9层) , 1997年建 , 塔楼,150万,"31,348",8, 10天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403382411.html
前进路(海珠) 2室1厅 南 北,前进路(海珠) -前进路,2室1厅 ,55.45, 南 北 , 简装 , 低楼层(共9层)  , 塔楼,暂无数据,181万,"32,643",8, 15天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403368049.html
户型方正 采光通风好 阳台望小区花园,广州融创文旅城A2区 -花城街,3室2厅 ,96.76, 南 , 毛坯 , 高楼层(共33层) , 2018年建 , 塔楼,224万,"23,151",8, 13天以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403371765.html
靓仔三房 东南向望花园 业主诚心出！！！,广州融创文旅城A2区 -花城街,3室1厅 ,96.73, 南 , 毛坯 , 低楼层(共33层) , 2018年建 , 塔楼,210万,"21,710",27, 8天以前发布,VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403386690.html
满五，厅出阳台南向，安静不吵，地铁口,晓港西马路 -昌岗,2室1厅 ,46, 南 , 毛坯 , 低楼层(共6层)  , 暂无数据,暂无数据,117万,"25,435",18, 13天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403373697.html
房子满五年，免征增值税，户型方正，厅出阳台 带装修,富力天朗明居 -棠下,2室1厅 ,78.22, 北 , 简装 , 高楼层(共26层) , 2004年建 , 塔楼,397万,"50,725",10, 15天以前发布,近地铁-VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403366314.html
番艺花园 精装小两房 中间楼层 通风采光好,番艺花园 -市桥北,2室1厅 ,45.5, 南 , 简装 , 中楼层(共7层)  , 塔楼,暂无数据,89.5万,"19,671",13, 8天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403387953.html
陈家祠 楼龄新 条形砖外墙 中层精装3房 方便看房,金奴大厦 -陈家祠,3室1厅 ,66.05, 北 , 精装 , 中楼层(共9层) , 1996年建 , 塔楼,278万,"42,090",2, 8天以前发布,近地铁-VR房源-房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403387984.html
满五不唯一 5期东南竖厅高层 有钥匙 纯新没住过,万科欧泊 -万博,3室2厅 ,95.49, 东南 南 , 精装 , 35层 , 2012年建 , 板塔结合,434万,"45,408",216, 9天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403385712.html
大院管理，视野开阔，南北对流户型好,松柏新村 -景泰,2室1厅 ,56, 南 北 , 简装 , 中楼层(共8层)  , 暂无数据,暂无数据,120万,"21,429",11, 9天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403384602.html
雅居乐锦城五期 南向三房 中间楼层,雅居乐锦城花冠集 -秀全街,3室2厅 ,95.5, 东北 , 精装 , 中楼层(共32层) , 2008年建 , 塔楼,165万,"17,278",4, 8天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403386937.html
琶洲电商总部西区 地铁口实用两房 满五年省重税,广发新村 -赤岗,2室1厅 ,57.11, 西北 , 简装 , 高楼层(共9层) , 1997年建 , 塔楼,173万,"30,293",42, 12天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403375622.html
满五唯一 低总J 中楼层  大院管理,工业大道中 -工业大道中,1室1厅 ,37.68, 南 , 简装 , 中楼层(共6层)  , 板楼,暂无数据,98万,"26,009",3, 7天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403390275.html
文德广场 全部有窗 东西向两房 带阳台 北京路地铁,文德广场 -越秀南,2室2厅 ,63.45, 东 西 , 简装 , 中楼层(共29层) , 2000年建 , 塔楼,363万,"57,211",9, 14天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403371173.html
江南西地铁730米 马赛克外墙楼龄新 南向中层三房,紫金楼 -江南大道中,3室1厅 ,82.45, 南 , 简装 , 中楼层(共9层)  , 塔楼,暂无数据,265万,"32,141",2, 7天以前发布,近地铁-VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403390872.html
雅居乐锦城花冠集 3室2厅 东南 南,雅居乐锦城花冠集 -秀全街,3室2厅 ,94.54, 东南 南 , 精装 , 高楼层(共32层) , 2008年建 , 塔楼,157万,"16,607",3, 10天以前发布,VR房源-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403381689.html
御华园三房精装看花园   楼层靓景观好  业主诚心卖,新鸿基御华园 -狮岭镇,3室2厅 ,98.8, 北 , 简装 , 中楼层(共31层) , 2013年建 , 板塔结合,158万,"15,992",2, 21天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403349034.html
负离子空气 优质的森林   大阳台三房,富力泉天下 -温泉镇,3室2厅 ,123.18, 南 , 精装 , 低楼层(共18层) , 2014年建 , 塔楼,92.8万,"7,534",14, 30天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403323058.html
小区中间位置，朝南采光好，保养好，房东诚意,合景誉山国际 -永和,3室1厅 ,109.21, 东南 , 精装 , 低楼层(共25层) , 2014年建 , 塔楼,161万,"14,743",7, 29天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403325840.html
万虹花园，3+1户型，电梯中层南向远马路，满五唯一，,万虹花园 -狮岭镇,3室2厅 ,129.09, 南 , 精装 , 中楼层(共20层) , 2009年建 , 塔楼,150万,"11,620",3, 23天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403344849.html
水电二局电梯三房，白江地铁站，过5年,水电二局宿舍 -白江,3室1厅 ,69.62, 东南 , 简装 , 中楼层(共8层)  , 板楼,暂无数据,125万,"17,955",9, 20天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403351314.html
此房满五年唯一，中楼层视野开阔，精装修,惠百氏广场 -白江,2室2厅 ,73, 东 , 精装 , 中楼层(共18层)  , 塔楼,暂无数据,165万,"22,603",2, 21天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403348419.html
房子过五唯一，通风采光好，户型实用，房屋利用率高。,嘉骏豪苑 -新塘南,3室1厅 ,98.2, 北 , 精装 , 中楼层(共19层) , 2008年建 , 塔楼,129万,"13,137",8, 19天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403354134.html
精装3房，采光很好，中楼层，保养好,现代城市花园 -新塘北,3室2厅 ,106.53, 北 , 精装 , 中楼层(共18层)  , 塔楼,暂无数据,200万,"18,775",3, 18天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403357876.html
锦绣天伦 东北朝向三房 单边位 采光好 自住装修,敏捷锦绣天伦 -新塘北,3室2厅 ,89.96, 东北 , 精装 , 低楼层(共32层) , 2017年建 , 塔楼,185万,"20,565",5, 29天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403326030.html
翡翠绿洲湖绣苑 南向 中高楼层 过五唯一 低税费,翡翠绿洲湖绣苑 -凤凰城,2室1厅 ,95.53, 南 , 精装 , 中楼层(共25层) , 2014年建 , 塔楼,187万,"19,576",11, 19天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403355787.html
精装3房，采光很好，中楼层，保养好,现代城市花园 -新塘北,3室2厅 ,106.53, 北 , 精装 , 中楼层(共18层)  , 塔楼,暂无数据,200万,"18,775",3, 18天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403357876.html
凤凰城 凤馨苑 刚需 正南三房,碧桂园凤凰城凤馨苑 -凤凰城,3室1厅 ,100.5, 南 , 精装 , 高楼层(共18层) , 2002年建 , 塔楼,188万,"18,707",10, 22天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403345950.html
此房满五，格局方正，采光充足 配套设施齐全,锦绣新天地 -新塘南,3室2厅 ,91.38, 东南 , 精装 , 高楼层(共18层) , 2009年建 , 塔楼,166万,"18,166",3, 21天以前发布,VR看装修-房本满五年-随时看房,https://gz.lianjia.com/ershoufang/108403350308.html
翡翠绿洲湖绣苑 南向 中高楼层 过五唯一 低税费,翡翠绿洲湖绣苑 -凤凰城,2室1厅 ,95.53, 南 , 精装 , 中楼层(共25层) , 2014年建 , 塔楼,187万,"19,576",11, 19天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403355787.html
凤馨苑南北对流，高层视野无遮挡,碧桂园凤凰城凤馨苑 -凤凰城,3室1厅 ,96.14, 北 , 精装 , 中楼层(共18层) , 2008年建 , 塔楼,179万,"18,619",8, 17天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403361798.html
单边高层南向三房两卫，楼层无遮挡，通风采光好,碧桂园凤凰城凤馨苑 -凤凰城,3室2厅 ,97.64, 南 , 精装 , 中楼层(共18层) , 2002年建 , 塔楼,189万,"19,357",16, 16天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403362977.html
此房满五年 南向采光充足 带复式阁楼 近白江地铁,新都盛世名门 -白江,3室2厅 ,86.5, 南 , 精装 , 高楼层(共11层) , 2007年建 , 塔楼,202万,"23,353",14, 23天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403343606.html
尚东阳光雅苑 环境好 交通便利 诚心放卖 方便看房,尚东阳光雅苑 -沙村,3室2厅 ,109, 东南 , 精装 , 高楼层(共25层) , 2018年建 , 塔楼,220万,"20,184",5, 17天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403359824.html
此房南向房子，采光通透，户型方正，保养好，近地铁,汇东国际花园 -白江,3室1厅 ,96.81, 南 , 精装 , 高楼层(共17层) , 2010年建 , 塔楼,218万,"22,519",8, 13天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371827.html
天河北西雅苑 城建物业 户型方正 高层南向,西雅苑 -体育中心,3室2厅 ,88, 南 , 精装 , 高楼层(共18层) , 1998年建 , 塔楼,768万,"87,273",6, 14天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403369547.html
华景准电梯3房，奢华实木装修，南向望花园,番禺华景新城 -桥南,3室1厅 ,92.8, 北 , 精装 , 中楼层(共8层) , 1999年建 , 板楼,238万,"25,647",8, 13天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403371742.html
新世界凯粤湾 大型社区 封闭式管理 望江景楼盘,新世界凯粤湾 -滘口,3室1厅 ,127.73, 东南 , 精装 , 低楼层(共33层) , 2012年建 , 塔楼,662万,"51,829",25, 12天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403375505.html
保利品质，近看地铁口，业主换房诚意出，不容错过,保利悦廷 -秀全街,3室2厅 ,93.19, 南 , 精装 , 中楼层(共32层)  , 塔楼,暂无数据,178万,"19,101",7, 12天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403376279.html
一梯两户，南北对流，户型方正实用大两房,前进路(海珠) -前进路,2室1厅 ,78.05, 东 , 其他 , 中楼层(共6层)  , 塔楼,暂无数据,220万,"28,188",0, 7天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403389898.html
电梯两房，标的低，近地铁，户型好，生活便，过五唯一,平康苑 -番禺广场,2室2厅 ,68.5, 北 , 精装 , 中楼层(共9层) , 1998年建 , 塔楼,146万,"21,314",12, 8天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403387652.html
雅居乐锦城，花语集，正规两房，南向，精装修，保养好,雅居乐锦城花语集 -秀全街,2室2厅 ,81.3, 南 , 精装 , 高楼层(共25层) , 2008年建 , 塔楼,135万,"16,606",3, 14天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403370453.html
市二宫地铁362米，满五年 楼龄新 中楼层，配套齐全,基立大厦 -前进路,2室1厅 ,45.95, 东 , 精装 , 中楼层(共9层) , 1998年建 , 塔楼,155万,"33,733",4, 8天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403389029.html
鹭江客村地铁口 小区管理 满五年 看房方便,华乐苑 -新港西,2室1厅 ,51.6, 北 , 精装 , 高楼层(共9层) , 2003年建 , 塔楼,228万,"44,187",13, 13天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403371524.html
金色梦想南向安静得房率高精装实用三房诚意卖,万科金色梦想 -香雪,3室1厅 ,86, 南 , 精装 , 低楼层(共29层) , 2015年建 , 板塔结合,310万,"36,047",10, 11天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403378512.html
芬芳小区 加装电梯2房 证过5年 唯一物业 望花园,芬芳小区 -汾水,2室1厅 ,62.54, 东北 , 简装 , 低楼层(共9层) , 1996年建 , 塔楼,175万,"27,983",5, 16天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403364099.html
省粮油宿舍电梯三房 满五非唯一  格局方正 采光通风好,省粮油宿舍 -沙太南,3室1厅 ,74.84, 南 , 简装 , 低楼层(共9层)  , 塔楼,暂无数据,220万,"29,397",11, 13天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403374367.html
天湖居东南向三房楼层高景观靓，18年新装修可拎包入住,祈福新村天湖居 -祈福新村,3室2厅 ,102.66, 东南 , 精装 , 中楼层(共19层) , 2003年建 , 塔楼,308万,"30,002",17, 13天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403372074.html
非顶楼 大南向两房  业主诚心放卖,群星花园 -新塘南,2室1厅 ,83, 南 , 简装 , 高楼层(共8层) , 2003年建 , 板楼,96万,"11,567",11, 13天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403373667.html
此房满五年.电梯两房.交通方便配套成熟小区安静,丰乐小区91号大院 -大沙地,2室2厅 ,71.69, 南 北 , 简装 , 低楼层(共8层) , 1990年建 , 塔楼,227万,"31,549",14, 16天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403363576.html
岭南样板房，南向美景园林，厅出大阳台，户型精致实用,岭南花园 -同德围,2室1厅 ,63.66, 南 , 简装 , 低楼层(共6层) , 2001年建 , 板楼,235万,"36,915",7, 11天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403380870.html
黄船生活区 两房一厅 楼层好 3楼 东南向 厅出阳台,黄船生活区 -长洲岛,2室1厅 ,65.09, 东南 , 简装 , 中楼层(共6层)  , 板楼,暂无数据,172万,"26,425",5, 8天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403386886.html
精装修2房 中间楼层 业主出增值税,大发大厦 -大石,2室1厅 ,55.9, 北 , 精装 , 中楼层(共9层) , 1999年建 , 塔楼,113万,"20,215",2, 8天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403386914.html
急shou 9号线地铁口300米 全新装修 几乎没住过,天马河壹号四期 -秀全街,3室2厅 ,93.42, 东北 , 精装 , 高楼层(共11层)  , 塔楼,暂无数据,150万,"16,057",8, 11天以前发布,近地铁-VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403380050.html
商业大道 2室1厅 南,商业大道 -旧区,2室1厅 ,52.58, 南 , 简装 , 低楼层(共9层)  , 塔楼,暂无数据,40万,"7,608",11, 8天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403387622.html
